compound_name,chembl_id,found
IPODATE SODIUM,CHEMBL1201033,True
CLOZAPINE,CHEMBL42,True
LOXOPROFEN,CHEMBL19299,True
OLMUTINIB,CHEMBL3786343,True
ERYTHROMYCIN GLUCEPTATE,CHEMBL3545060,True
AVANAFIL,CHEMBL1963681,True
NAFCILLIN SODIUM,CHEMBL1568276,True
THONZONIUM BROMIDE,CHEMBL1200883,True
OXACILLIN SODIUM,CHEMBL3989567,True
CANGRELOR,CHEMBL334966,True
TOFACITINIB CITRATE,CHEMBL2103743,True
ALFUZOSIN,CHEMBL709,True
RAMATROBAN,CHEMBL361812,True
XANOMELINE TARTRATE,CHEMBL2336050,True
SAFINAMIDE MESYLATE,CHEMBL48582,True
BICTEGRAVIR SODIUM,CHEMBL3989867,True
LASOFOXIFENE,CHEMBL328190,True
TEMAFLOXACIN,CHEMBL277100,True
METHDILAZINE,CHEMBL1200959,True
MOXIFLOXACIN HYDROCHLORIDE,CHEMBL1200735,True
CHLORPHENIRAMINE MALEATE,CHEMBL1659,True
MALATHION,CHEMBL1200468,True
EDETATE CALCIUM DISODIUM MONOHYDRATE,CHEMBL3989522,True
BEROTRALSTAT HYDROCHLORIDE,CHEMBL6067995,True
SULFACETAMIDE SODIUM,CHEMBL1723241,True
PERFLUOROHEXYLOCTANE,CHEMBL5314588,True
PRAMOXINE,CHEMBL1198,True
LEVAMLODIPINE MALEATE,CHEMBL4594288,True
INDIGOTINDISULFONATE,CHEMBL1091250,True
TRICLOSAN,CHEMBL849,True
DEFEROXAMINE,CHEMBL556,True
FLUPIRTINE,CHEMBL255044,True
IDOXURIDINE,CHEMBL788,True
BEPOTASTINE,CHEMBL1201758,True
RAPACURONIUM,CHEMBL1201352,True
TAFENOQUINE,CHEMBL298470,True
SULFADIMETHOXINE,CHEMBL62193,True
RIFABUTIN,CHEMBL444633,True
REBOXETINE,CHEMBL14370,True
MEDROXYPROGESTERONE ACETATE,CHEMBL717,True
MOLINDONE HYDROCHLORIDE,CHEMBL1200419,True
FLUORODOPA,CHEMBL3547132,True
BOCEPREVIR,CHEMBL218394,True
ISOSULFAN BLUE INNER SALT,CHEMBL1201275,True
SOFPIRONIUM,CHEMBL3707224,True
CHLORAMPHENICOL SUCCINIC ACID,CHEMBL1201281,True
FLUPHENAZINE DECANOATE,CHEMBL1200854,True
REMIMAZOLAM BESYLATE,CHEMBL4594301,True
CARBACHOL,CHEMBL14,True
TETRAMETHRIN,CHEMBL1788386,True
PHOLCODINE,CHEMBL2105224,True
MELAGATRAN,CHEMBL266349,True
GLASDEGIB MALEATE,CHEMBL4297534,True
BRETYLIUM TOSYLATE,CHEMBL1095292,True
ETHANOLAMINE OLEATE,CHEMBL3989529,True
PIPERACETAZINE,CHEMBL1584,True
PIPOBROMAN,CHEMBL1585,True
ATROPINE SULFATE,CHEMBL2146146,True
BENZTROPINE,CHEMBL1201203,True
TOLAZAMIDE,CHEMBL817,True
TAZEMETOSTAT,CHEMBL3414621,True
DABIGATRAN ETEXILATE MESYLATE,CHEMBL1615369,True
SODIUM IODIDE I 131,CHEMBL1201084,True
PENBUTOLOL SULFATE,CHEMBL2361370,True
ALMOTRIPTAN MALATE,CHEMBL1200521,True
METHOTREXATE SODIUM,CHEMBL3244648,True
CLOMIPRAMINE HYDROCHLORIDE,CHEMBL1200710,True
BENZGALANTAMINE GLUCONATE,CHEMBL6068431,True
METHOXYFLURANE,CHEMBL1341,True
XENAZOIC ACID,CHEMBL1909289,True
LOVASTATIN,CHEMBL503,True
DROSPIRENONE,CHEMBL1509,True
AMIFAMPRIDINE,CHEMBL354077,True
MAGNESIUM SULFATE,CHEMBL3989857,True
MEFLOQUINE HYDROCHLORIDE,CHEMBL535650,True
ELBASVIR,CHEMBL3039514,True
GLIPIZIDE,CHEMBL1073,True
AMINOSALICYLATE SODIUM,CHEMBL2096646,True
GLUTETHIMIDE,CHEMBL1102,True
TRIENTINE TETRAHYDROCHLORIDE,CHEMBL5095420,True
PHENTERMINE HYDROCHLORIDE,CHEMBL1200912,True
COCAINE,CHEMBL370805,True
ANISINDIONE,CHEMBL712,True
OZANIMOD,CHEMBL3707247,True
CLOFOREX,CHEMBL1697686,True
CYCRIMINE HYDROCHLORIDE,CHEMBL1200828,True
GALLAMINE,CHEMBL360055,True
LINAGLIPTIN,CHEMBL237500,True
ACALABRUTINIB MALEATE,CHEMBL4594293,True
HEXOBARBITAL,CHEMBL7728,True
LOPERAMIDE,CHEMBL841,True
UMECLIDINIUM BROMIDE,CHEMBL523299,True
DIFLUPREDNATE,CHEMBL1201749,True
SULFADIMETHOXINE SODIUM,CHEMBL2107253,True
ALCOHOL,CHEMBL545,True
PROPYLIODONE,CHEMBL1200821,True
SPIRAPRIL HYDROCHLORIDE,CHEMBL1200831,True
PENTAMIDINE ISETHIONATE,CHEMBL361506,True
FLUPREDNISOLONE,CHEMBL1200774,True
VARDENAFIL HYDROCHLORIDE,CHEMBL1339,True
LORACARBEF,CHEMBL1200610,True
PAROXETINE HYDROCHLORIDE,CHEMBL6067650,True
TERCONAZOLE,CHEMBL1714574,True
HYDROCORTISONE SODIUM SUCCINATE,CHEMBL1200495,True
DEXTROTHYROXINE,CHEMBL559,True
PREDNISONE,CHEMBL635,True
CLARITHROMYCIN,CHEMBL1741,True
TENOFOVIR DISOPROXIL PHOSPHATE,CHEMBL6068341,True
NEBIVOLOL HYDROCHLORIDE,CHEMBL1201731,True
CYCLOTHIAZIDE,CHEMBL61593,True
IOXAGLATE SODIUM,CHEMBL1200743,True
CALCIUM METRIZOATE,CHEMBL2068723,True
FLUOROURACIL,CHEMBL185,True
DITHIAZANINE,CHEMBL1185568,True
GABAPENTIN,CHEMBL940,True
DEUTETRABENAZINE,CHEMBL3137326,True
OXYTETRACYCLINE HYDROCHLORIDE,CHEMBL1607480,True
SOTORASIB,CHEMBL4535757,True
DORZOLAMIDE,CHEMBL218490,True
LEVAMFETAMINE,CHEMBL19393,True
GARENOXACIN MESYLATE,CHEMBL3183451,True
VILAZODONE,CHEMBL439849,True
RIMANTADINE,CHEMBL959,True
XANOMELINE,CHEMBL21536,True
CORTISONE ACETATE,CHEMBL1650,True
FLORTAUCIPIR F 18,CHEMBL3545253,True
ASENAPINE MALEATE,CHEMBL3544974,True
PALOVAROTENE,CHEMBL2105648,True
GLECAPREVIR,CHEMBL3545363,True
FLOSEQUINAN,CHEMBL1908307,True
MERCAPTOPURINE,CHEMBL1200751,True
TERBINAFINE HYDROCHLORIDE,CHEMBL1200832,True
BENZTROPINE MESYLATE,CHEMBL1200383,True
SERTRALINE,CHEMBL809,True
ANTRAFENINE,CHEMBL345524,True
TIOTROPIUM BROMIDE,CHEMBL3545181,True
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",CHEMBL1060,True
BROXYQUINOLINE,CHEMBL223448,True
METRIZOATE MAGNESIUM,CHEMBL2364738,True
CONIVAPTAN HYDROCHLORIDE,CHEMBL1201108,True
TAMOXIFEN,CHEMBL83,True
VILAZODONE HYDROCHLORIDE,CHEMBL1615374,True
TRIMETREXATE GLUCURONATE,CHEMBL2218878,True
TRIMEPRAZINE TARTRATE,CHEMBL3989885,True
TIPIRACIL,CHEMBL235668,True
HYDROXYZINE,CHEMBL896,True
NATEGLINIDE,CHEMBL783,True
ENZALUTAMIDE,CHEMBL1082407,True
CINEPAZIDE,CHEMBL1874750,True
TROMETHAMINE,CHEMBL1200391,True
GANAXOLONE,CHEMBL1568698,True
FLUOXETINE HYDROCHLORIDE,CHEMBL1201082,True
ERIBULIN,CHEMBL1683590,True
IODOHIPPURATE,CHEMBL1681,True
BECLOMETHASONE DIPROPIONATE,CHEMBL1200500,True
URETHANE,CHEMBL462547,True
BUCLIZINE HYDROCHLORIDE,CHEMBL2360580,True
EPINEPHRINE BITARTRATE,CHEMBL1256958,True
TICRYNAFEN,CHEMBL267744,True
DICLOFENAC,CHEMBL139,True
GEFITINIB,CHEMBL939,True
IXAZOMIB CITRATE,CHEMBL3545432,True
IVABRADINE HYDROCHLORIDE,CHEMBL2145077,True
BEPOTASTINE BESYLATE,CHEMBL1201759,True
ANIDULAFUNGIN,CHEMBL264241,True
ESTRAMUSTINE PHOSPHATE,CHEMBL1756,True
MAPROTILINE HYDROCHLORIDE,CHEMBL1237135,True
UPADACITINIB,CHEMBL3622821,True
DAPRODUSTAT,CHEMBL3544988,True
PENTETIC ACID,CHEMBL780,True
AMIKACIN SULFATE,CHEMBL4208954,True
LEVOMETHADYL ACETATE HYDROCHLORIDE,CHEMBL1200817,True
MEBANAZINE,CHEMBL1909283,True
AZATHIOPRINE,CHEMBL1542,True
PHENFORMIN HYDROCHLORIDE,CHEMBL1528839,True
NAFTAZONE,CHEMBL2106794,True
DAPAGLIFLOZIN PROPANEDIOL,CHEMBL2103802,True
UREA C 13,CHEMBL2096648,True
ETOMIDATE,CHEMBL681,True
NABILONE,CHEMBL2218896,True
RUPATADINE,CHEMBL91397,True
SUCCIMER,CHEMBL1201073,True
PEMETREXED DIPOTASSIUM,CHEMBL6068329,True
PROPARACAINE HYDROCHLORIDE,CHEMBL1200464,True
DINOPROST TROMETHAMINE,CHEMBL1200896,True
BENDROFLUMETHIAZIDE,CHEMBL1684,True
ELAGOLIX SODIUM,CHEMBL502182,True
SALMETEROL XINAFOATE,CHEMBL1082607,True
ACETRIZOIC ACID,CHEMBL1201327,True
MESORIDAZINE BESYLATE,CHEMBL1201052,True
NIMODIPINE,CHEMBL1428,True
ORITAVANCIN DIPHOSPHATE,CHEMBL3989766,True
SAXAGLIPTIN ANHYDROUS,CHEMBL385517,True
DILTIAZEM,CHEMBL23,True
CEFTOLOZANE,CHEMBL2103872,True
MAVORIXAFOR,CHEMBL518924,True
DIMERCAPROL,CHEMBL1597,True
"SODIUM PHOSPHATE, MONOBASIC",CHEMBL1368,True
GRANISETRON,CHEMBL289469,True
METHACYCLINE HYDROCHLORIDE,CHEMBL2146123,True
INDINAVIR SULFATE,CHEMBL1735,True
CEFIDEROCOL,CHEMBL3989974,True
REMOXIPRIDE,CHEMBL22242,True
AMILORIDE,CHEMBL945,True
CLOPIDOGREL,CHEMBL1771,True
NINTEDANIB,CHEMBL502835,True
IPODATE,CHEMBL1201243,True
TEPOTINIB,CHEMBL3402762,True
DEFERIPRONE,CHEMBL70927,True
PROPIOMAZINE,CHEMBL1201210,True
STRONTIUM RANELATE,CHEMBL3707306,True
VANCOMYCIN HYDROCHLORIDE,CHEMBL1200628,True
IMIDAPRIL,CHEMBL317094,True
SODIUM PHENYLBUTYRATE,CHEMBL1746,True
DISOPYRAMIDE,CHEMBL517,True
DOXEPIN,CHEMBL1628227,True
BEPRIDIL HYDROCHLORIDE,CHEMBL1200382,True
TRIFLUOPERAZINE,CHEMBL422,True
ALLOPURINOL SODIUM,CHEMBL1200477,True
ELUXADOLINE,CHEMBL2159122,True
PHENPROCOUMON,CHEMBL1465,True
VALBENAZINE TOSYLATE,CHEMBL3707248,True
OMAVELOXOLONE,CHEMBL4303525,True
LENVATINIB,CHEMBL1289601,True
PHENOBARBITAL SODIUM,CHEMBL149972,True
SULFAMERAZINE,CHEMBL438,True
ASENAPINE,CHEMBL3187365,True
AMMONIUM CHLORIDE,CHEMBL1200939,True
PARICALCITOL,CHEMBL1200622,True
CHLORPHENIRAMINE,CHEMBL505,True
ZOLMITRIPTAN,CHEMBL1185,True
IOTHALAMATE MEGLUMINE,CHEMBL1201125,True
VALACYCLOVIR,CHEMBL1349,True
CLEMASTINE FUMARATE,CHEMBL1200795,True
QUINAGOLIDE,CHEMBL2218861,True
IMIPENEM,CHEMBL43708,True
NITREFAZOLE,CHEMBL1909285,True
ESTETROL,CHEMBL6068423,True
THEOPHYLLINE SODIUM GLYCINATE,CHEMBL1200578,True
TRIPELENNAMINE,CHEMBL1241,True
PERPHENAZINE,CHEMBL567,True
ANILERIDINE,CHEMBL1201347,True
MIGALASTAT,CHEMBL110458,True
PARECOXIB SODIUM,CHEMBL296913,True
TOLOXATONE,CHEMBL18116,True
MIFAMURTIDE,CHEMBL2107354,True
SPIRAPRIL,CHEMBL431,True
SILDENAFIL,CHEMBL192,True
METHICILLIN SODIUM,CHEMBL3181832,True
PROTOKYLOL,CHEMBL1201273,True
PIPERAZINE CITRATE,CHEMBL3989678,True
CALCIUM ACETATE,CHEMBL1200800,True
PROCHLORPERAZINE EDISYLATE,CHEMBL1201154,True
CYCLOBENZAPRINE HYDROCHLORIDE,CHEMBL1200636,True
DEXTROMETHORPHAN HYDROBROMIDE,CHEMBL1256818,True
MEPENZOLATE BROMIDE,CHEMBL1724,True
METAPROTERENOL SULFATE,CHEMBL1568057,True
ZINC SULFATE,CHEMBL1200929,True
SULOCTIDIL,CHEMBL404849,True
MILNACIPRAN HYDROCHLORIDE,CHEMBL4297064,True
PRASUGREL HYDROCHLORIDE,CHEMBL1201773,True
FOSNETUPITANT,CHEMBL3989917,True
TESTOSTERONE PROPIONATE,CHEMBL1170,True
MECLIZINE HYDROCHLORIDE,CHEMBL3989555,True
RIMEGEPANT,CHEMBL2178422,True
PANOBINOSTAT,CHEMBL483254,True
MITAPIVAT SULFATE,CHEMBL4297223,True
METHADONE,CHEMBL651,True
CHLORPROPAMIDE,CHEMBL498,True
NEFAZODONE,CHEMBL623,True
CIDOFOVIR ANHYDROUS,CHEMBL152,True
PRASTERONE,CHEMBL90593,True
POSACONAZOLE,CHEMBL1397,True
ENTACAPONE,CHEMBL953,True
METHOHEXITAL SODIUM,CHEMBL30219,True
METHADONE HYDROCHLORIDE,CHEMBL1200825,True
IODOXAMATE MEGLUMINE,CHEMBL4594231,True
EPHEDRINE,CHEMBL211456,True
BUPRENORPHINE,CHEMBL511142,True
MEBUTAMATE,CHEMBL1200922,True
ISOSULFAN BLUE,CHEMBL1200859,True
BINIMETINIB,CHEMBL3187723,True
ELIGLUSTAT TARTRATE,CHEMBL5723563,True
FINGOLIMOD,CHEMBL314854,True
METHAQUALONE,CHEMBL282052,True
ISOPROPAMIDE IODIDE,CHEMBL1200347,True
SUMATRIPTAN SUCCINATE,CHEMBL1201150,True
ZIPRASIDONE,CHEMBL708,True
ROFECOXIB,CHEMBL122,True
MODAFINIL,CHEMBL1373,True
POTASSIUM PERCHLORATE,CHEMBL1200696,True
CEFPODOXIME PROXETIL,CHEMBL1201016,True
METRONIDAZOLE,CHEMBL137,True
CARIPRAZINE,CHEMBL2028019,True
BISACODYL,CHEMBL942,True
OFLOXACIN,CHEMBL4,True
FOSFOMYCIN TROMETHAMINE,CHEMBL1200331,True
COCAINE HYDROCHLORIDE,CHEMBL529437,True
DEMECLOCYCLINE,CHEMBL1591,True
FEXOFENADINE,CHEMBL914,True
TOLAZOLINE,CHEMBL770,True
EMEDASTINE,CHEMBL594,True
DORZOLAMIDE HYDROCHLORIDE,CHEMBL1201162,True
ARBUTAMINE,CHEMBL1201251,True
"CEFPROZIL, (E)-",CHEMBL5314373,True
TRANYLCYPROMINE,CHEMBL3989843,True
COBIMETINIB FUMARATE,CHEMBL2364607,True
FILGOTINIB MALEATE,CHEMBL4298167,True
KETOROLAC TROMETHAMINE,CHEMBL1201124,True
HEXAFLUORENIUM BROMIDE,CHEMBL1200933,True
DIPHEMANIL METHYLSULFATE,CHEMBL1200880,True
TAMSULOSIN,CHEMBL836,True
DIROXIMEL FUMARATE,CHEMBL3989944,True
ROPINIROLE,CHEMBL589,True
HALOPERIDOL LACTATE,CHEMBL4297147,True
ESOMEPRAZOLE SODIUM,CHEMBL1200470,True
ISOCARBOXAZID,CHEMBL1201168,True
RIFAMPIN,CHEMBL374478,True
GILTERITINIB,CHEMBL3301622,True
CLOBETASOL PROPIONATE,CHEMBL1159650,True
MIZOLASTINE,CHEMBL94454,True
PYRVINIUM,CHEMBL1201303,True
BICALUTAMIDE,CHEMBL409,True
FLUOROESTRADIOL F-18,CHEMBL4594261,True
DULOXETINE HYDROCHLORIDE,CHEMBL1200328,True
MECLOCYCLINE SULFOSALICYLATE,CHEMBL261772,True
SPARSENTAN,CHEMBL539423,True
PHENTOLAMINE MESYLATE,CHEMBL1200873,True
AZELASTINE,CHEMBL639,True
PENTAZOCINE,CHEMBL100116,True
PERINDOPRIL,CHEMBL1581,True
METRIZAMIDE,CHEMBL462394,True
ETRASIMOD,CHEMBL3358920,True
FLUOCINOLONE ACETONIDE,CHEMBL989,True
PHENOL,CHEMBL14060,True
NILOTINIB,CHEMBL255863,True
NITROFURANTOIN SODIUM,CHEMBL1201000,True
GALLAMINE TRIETHIODIDE,CHEMBL1200993,True
QUINAPRIL,CHEMBL1592,True
TRIDIHEXETHYL,CHEMBL1201354,True
GANCICLOVIR,CHEMBL182,True
IBUTILIDE,CHEMBL533,True
DELAMANID,CHEMBL218650,True
SULFAPYRIDINE,CHEMBL700,True
CALCIUM GLUCONATE,CHEMBL2106119,True
ETHACRYNATE SODIUM,CHEMBL1200487,True
HYDROXYPROGESTERONE CAPROATE,CHEMBL1200848,True
CYCLOFENIL,CHEMBL141305,True
AMBRISENTAN,CHEMBL1111,True
ISOPROPAMIDE,CHEMBL1201232,True
OXYMORPHONE,CHEMBL963,True
RUCAPARIB CAMSYLATE,CHEMBL3833368,True
BENZQUINAMIDE,CHEMBL1201250,True
SAMIDORPHAN,CHEMBL426084,True
PENICILLAMINE,CHEMBL1430,True
NEDOCROMIL,CHEMBL746,True
SULFADIAZINE SODIUM,CHEMBL1200351,True
METRIZOATE SODIUM,CHEMBL1200423,True
UREA,CHEMBL985,True
ELACESTRANT HYDROCHLORIDE,CHEMBL4594273,True
DELAFLOXACIN MEGLUMINE,CHEMBL2105638,True
NIZATIDINE,CHEMBL3183075,True
CHOLINE FENOFIBRATE,CHEMBL1201745,True
AMMONIA N 13,CHEMBL1201189,True
DIDANOSINE,CHEMBL1460,True
ALCLOFENAC,CHEMBL94081,True
SOMAPACITAN,CHEMBL3707290,True
CLIDINIUM BROMIDE,CHEMBL1200950,True
ZALEPLON,CHEMBL1521,True
CANAGLIFLOZIN ANHYDROUS,CHEMBL2048484,True
FLUPHENAZINE,CHEMBL726,True
AMANTADINE,CHEMBL660,True
CLOBAZAM,CHEMBL70418,True
LYNESTRENOL,CHEMBL2107431,True
RISPERIDONE,CHEMBL85,True
MEZLOCILLIN SODIUM,CHEMBL1697708,True
FENFLURAMINE,CHEMBL87493,True
ACETYLCHOLINE,CHEMBL667,True
DICLOFENAC SODIUM,CHEMBL1034,True
METHIMAZOLE,CHEMBL1515,True
NANDROLONE PHENPROPIONATE,CHEMBL1200412,True
SPECTINOMYCIN HYDROCHLORIDE,CHEMBL3989571,True
ODEVIXIBAT SESQUIHYDRATE,CHEMBL5315120,True
CHLOPHEDIANOL,CHEMBL1201313,True
MECLIZINE,CHEMBL1623,True
ERYTHROMYCIN LACTOBIONATE,CHEMBL1200506,True
DEXMETHYLPHENIDATE,CHEMBL827,True
PERMETHRIN,CHEMBL1525,True
SIPONIMOD,CHEMBL2336071,True
SOLRIAMFETOL HYDROCHLORIDE,CHEMBL4297212,True
AMINOSALICYLATE POTASSIUM,CHEMBL1200584,True
ELTROMBOPAG OLAMINE,CHEMBL3989691,True
IOXAGLATE MEGLUMINE,CHEMBL1200508,True
AMINOHIPPURIC ACID,CHEMBL463,True
QUININE,CHEMBL170,True
RELUGOLIX,CHEMBL1800159,True
TRIENTINE,CHEMBL609,True
PAZOPANIB HYDROCHLORIDE,CHEMBL1201733,True
NICARDIPINE,CHEMBL1484,True
OXYBUTYNIN,CHEMBL1231,True
FOSDENOPTERIN,CHEMBL2338675,True
TRIMETHOBENZAMIDE,CHEMBL1201256,True
LORCASERIN HYDROCHLORIDE,CHEMBL2095211,True
DIATRIZOATE SODIUM,CHEMBL1200581,True
PITAVASTATIN SODIUM,CHEMBL3989920,True
LENACAPAVIR SODIUM,CHEMBL4802249,True
VEMURAFENIB,CHEMBL1229517,True
RIMEXOLONE,CHEMBL1200617,True
PROMAZINE,CHEMBL564,True
RUXOLITINIB,CHEMBL1789941,True
PEFICITINIB,CHEMBL3137308,True
LITHIUM CITRATE,CHEMBL2103738,True
DIBUNIC ACID,CHEMBL1865134,True
CARPHENAZINE,CHEMBL1201328,True
DIMETHYL FUMARATE,CHEMBL2107333,True
TENAPANOR HYDROCHLORIDE,CHEMBL3301627,True
METARAMINOL,CHEMBL1201319,True
VERICIGUAT,CHEMBL4066936,True
PEMETREXED DISODIUM HEMIPENTAHYDRATE,CHEMBL6068335,True
QUINIDINE GLUCONATE,CHEMBL1200437,True
NALTREXONE HYDROCHLORIDE,CHEMBL1201149,True
HYDROXYUREA,CHEMBL467,True
CLOMETACIN,CHEMBL13376,True
SUXIBUZONE,CHEMBL1414320,True
AZATHIOPRINE SODIUM,CHEMBL1200400,True
AMANTADINE HYDROCHLORIDE,CHEMBL1569,True
PREDNICARBATE,CHEMBL1200386,True
METRONIDAZOLE HYDROCHLORIDE,CHEMBL1200869,True
SITAGLIPTIN FUMARATE,CHEMBL5315049,True
PENTETATE ZINC TRISODIUM,CHEMBL1200424,True
LEDIPASVIR,CHEMBL2374220,True
VALGANCICLOVIR HYDROCHLORIDE,CHEMBL1200454,True
NIRMATRELVIR,CHEMBL4802135,True
BOSUTINIB,CHEMBL288441,True
SERDEXMETHYLPHENIDATE,CHEMBL4301162,True
VORASIDENIB,CHEMBL4279047,True
FLORBETAPIR,CHEMBL1908919,True
IOFETAMINE,CHEMBL1201308,True
NORTRIPTYLINE,CHEMBL445,True
SODIUM NITRITE,CHEMBL93268,True
NAFTIFINE,CHEMBL626,True
TALC,CHEMBL3989756,True
TINIDAZOLE,CHEMBL1220,True
ACITRETIN,CHEMBL1131,True
RIFAMYCIN SODIUM,CHEMBL2105680,True
DIHYDROERGOTAMINE,CHEMBL1732,True
MOLINDONE,CHEMBL460,True
SITAGLIPTIN PHOSPHATE,CHEMBL1201174,True
LEVOMEFOLATE CALCIUM,CHEMBL1615371,True
IPRAGLIFLOZIN,CHEMBL2018096,True
LEVOCARNITINE,CHEMBL1149,True
PHENOXYBENZAMINE,CHEMBL753,True
FENCLOZIC ACID,CHEMBL1909282,True
ISAXONINE PHOSPHATE,CHEMBL1697751,True
DOLUTEGRAVIR SODIUM,CHEMBL1213165,True
DANTROLENE,CHEMBL1201288,True
CHLORNAPHAZINE,CHEMBL2107519,True
TAPENTADOL HYDROCHLORIDE,CHEMBL1201777,True
ARFORMOTEROL TARTRATE,CHEMBL1951071,True
CARBENICILLIN DISODIUM,CHEMBL606260,True
AZELASTINE HYDROCHLORIDE,CHEMBL1200809,True
CARISOPRODOL,CHEMBL1233,True
VIGABATRIN,CHEMBL89598,True
KETAMINE HYDROCHLORIDE,CHEMBL1714,True
CEFAMANDOLE NAFATE FREE BASE,CHEMBL1201218,True
SAPROPTERIN,CHEMBL1201774,True
ELETRIPTAN HYDROBROMIDE,CHEMBL1201003,True
AMPHETAMINE SULFATE,CHEMBL501,True
TREPROSTINIL,CHEMBL1237119,True
METHYLNALTREXONE BROMIDE,CHEMBL1201770,True
OXAPROZIN POTASSIUM,CHEMBL1200463,True
ABAMETAPIR,CHEMBL2205807,True
PHENMETRAZINE,CHEMBL1201208,True
CYPROHEPTADINE,CHEMBL516,True
DACLATASVIR,CHEMBL2023898,True
PACRITINIB,CHEMBL2035187,True
IOFLUPANE,CHEMBL1945778,True
DOLUTEGRAVIR,CHEMBL1229211,True
FLUVOXAMINE,CHEMBL814,True
ERTAPENEM,CHEMBL1359,True
DEXRAZOXANE HYDROCHLORIDE,CHEMBL1200778,True
IODIPAMIDE,CHEMBL1165268,True
BUFLOMEDIL,CHEMBL188921,True
DASABUVIR SODIUM MONOHYDRATE,CHEMBL3544985,True
MEDRYSONE,CHEMBL1201173,True
MESORIDAZINE,CHEMBL1088,True
NORGESTREL,CHEMBL2107797,True
DIBENZEPIN HYDROCHLORIDE,CHEMBL2104287,True
CHLORPHENTERMINE HYDROCHLORIDE,CHEMBL1200595,True
INDIGOTINDISULFONATE SODIUM,CHEMBL2105023,True
ROPIVACAINE HYDROCHLORIDE,CHEMBL1889140,True
GUANABENZ,CHEMBL420,True
DIOSMIN,CHEMBL231884,True
CEFTAZIDIME SODIUM,CHEMBL1200768,True
NETILMICIN,CHEMBL1572,True
DOXYCYCLINE ANHYDROUS,CHEMBL1433,True
IOTHALAMATE SODIUM,CHEMBL1097620,True
BOSENTAN,CHEMBL957,True
PROPIOLACTONE,CHEMBL1200627,True
PIMECROLIMUS,CHEMBL1200686,True
CHLORPHENTERMINE,CHEMBL1201269,True
DICHLORPHENAMIDE,CHEMBL17,True
LOPERAMIDE HYDROCHLORIDE,CHEMBL1707,True
TASIMELTEON,CHEMBL2103822,True
IDARUBICIN,CHEMBL1117,True
RETAPAMULIN,CHEMBL1658,True
MELPHALAN,CHEMBL852,True
BISOPROLOL FUMARATE,CHEMBL1472989,True
IOXAGLIC ACID,CHEMBL1201291,True
NAPROXEN,CHEMBL154,True
EPIRUBICIN,CHEMBL417,True
AZLOCILLIN,CHEMBL1537,True
GUAIFENESIN,CHEMBL980,True
CANRENONE,CHEMBL1463345,True
TARTARIC ACID,CHEMBL1236315,True
CLOBUTINOL,CHEMBL1474889,True
MAGNESIUM CHLORIDE,CHEMBL3185229,True
MORPHINE SULFATE,CHEMBL2103744,True
EFLORNITHINE HYDROCHLORIDE,CHEMBL1201037,True
OLSALAZINE,CHEMBL425,True
SODIUM ASCORBATE,CHEMBL591665,True
PYRIMETHAMINE,CHEMBL36,True
GANCICLOVIR SODIUM,CHEMBL1200850,True
DEXTROAMPHETAMINE SULFATE,CHEMBL3544971,True
EXIFONE,CHEMBL329522,True
DROPERIDOL,CHEMBL1108,True
ULIPRISTAL ACETATE,CHEMBL260538,True
KETOTIFEN FUMARATE,CHEMBL1633,True
MUZOLIMINE,CHEMBL1697760,True
TRANEXAMIC ACID,CHEMBL877,True
ALPIDEM,CHEMBL54349,True
SAQUINAVIR,CHEMBL114,True
SOTALOL HYDROCHLORIDE,CHEMBL1700,True
MONOMETHYL FUMARATE,CHEMBL589586,True
PYROVALERONE HYDROCHLORIDE,CHEMBL2104793,True
ESKETAMINE HYDROCHLORIDE,CHEMBL2364609,True
DESIPRAMINE HYDROCHLORIDE,CHEMBL1696,True
LESINURAD,CHEMBL2105720,True
CEFOPERAZONE,CHEMBL507674,True
SARECYCLINE,CHEMBL2364632,True
FULVESTRANT,CHEMBL1358,True
HEPTABARBITAL,CHEMBL468837,True
SODIUM SULFATE,CHEMBL3989856,True
NORETHYNODREL,CHEMBL1387,True
DURLOBACTAM SODIUM,CHEMBL4297378,True
ABEMACICLIB,CHEMBL3301610,True
DIHYDROSTREPTOMYCIN SULFATE,CHEMBL3188576,True
MIDOSTAURIN,CHEMBL608533,True
BUPROPION HYDROCHLORIDE,CHEMBL1698,True
EPOPROSTENOL SODIUM,CHEMBL962,True
POTASSIUM NITRATE,CHEMBL1644029,True
PENTOSTATIN,CHEMBL1580,True
DOXYLAMINE,CHEMBL1004,True
ALISKIREN FUMARATE,CHEMBL3545059,True
METHARBITAL,CHEMBL450,True
NITROFURAZONE,CHEMBL869,True
BESIFLOXACIN HYDROCHLORIDE,CHEMBL1201761,True
TRAMETINIB,CHEMBL2103875,True
DICYCLOMINE HYDROCHLORIDE,CHEMBL1200479,True
DECAMETHONIUM BROMIDE,CHEMBL1134,True
KANAMYCIN SULFATE,CHEMBL1446,True
TOVORAFENIB,CHEMBL3348923,True
TRIHEXYPHENIDYL HYDROCHLORIDE,CHEMBL1092,True
DIVALPROEX SODIUM,CHEMBL2105613,True
ALVIMOPAN,CHEMBL270190,True
EMPAGLIFLOZIN,CHEMBL2107830,True
TEDIZOLID PHOSPHATE,CHEMBL2105669,True
EDOXABAN,CHEMBL1269025,True
