compound_name,smiles,mol_weight,source,found
OLMESARTAN MEDOXOMIL,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,558.6,chembl,True
TESTOLACTONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,300.4,chembl,True
MONOBENZONE,Oc1ccc(OCc2ccccc2)cc1,200.24,chembl,True
MEPREDNISONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,372.46,chembl,True
TREPROSTINIL SODIUM,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)[O-])c3C[C@H]2C[C@H]1O.[Na+],412.5,chembl,True
INDOPROFEN,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,281.31,chembl,True
ACRIVASTINE,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,348.45,chembl,True
DACLATASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,738.89,chembl,True
METHADONE HYDROCHLORIDE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,345.91,chembl,True
SODIUM OXYBATE,O=C([O-])CCCO.[Na+],126.09,chembl,True
RALTEGRAVIR,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,444.42,chembl,True
SODIUM FLUORIDE,[F-].[Na+],41.99,chembl,True
DARIFENACIN HYDROBROMIDE,Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,507.47,chembl,True
BISOPROLOL FUMARATE,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)/C=C/C(=O)O,766.97,chembl,True
VINORELBINE TARTRATE,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,1079.12,chembl,True
SELUMETINIB,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,457.69,chembl,True
TERBINAFINE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,291.44,chembl,True
SULFAGUANIDINE,N=C(N)NS(=O)(=O)c1ccc(N)cc1,214.25,chembl,True
PREDNISOLONE TEBUTATE,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,458.6,chembl,True
VILOXAZINE HYDROCHLORIDE,CCOc1ccccc1OCC1CNCCO1.Cl,273.76,chembl,True
ACLIDINIUM BROMIDE,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],564.57,chembl,True
CANAGLIFLOZIN,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O,462.54,chembl,True
DEXLANSOPRAZOLE,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,369.37,chembl,True
METHACYCLINE HYDROCHLORIDE,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,478.89,chembl,True
LOMEFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,351.35,chembl,True
INDAPAMIDE,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,365.84,chembl,True
NETARSUDIL,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,453.54,chembl,True
MAZINDOL,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,284.75,chembl,True
CHLOROQUINE HYDROCHLORIDE,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.Cl.Cl,392.8,chembl,True
ETHYNODIOL DIACETATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,384.52,chembl,True
TESTOSTERONE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,288.43,chembl,True
DEUTETRABENAZINE,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])C1CC(=O)C(CC(C)C)CN1CC2,323.47,chembl,True
VABORBACTAM,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,297.14,chembl,True
DOLASETRON MESYLATE,CS(=O)(=O)O.O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,438.5,chembl,True
TOLBUTAMIDE SODIUM,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1.[Na+],292.34,chembl,True
DEFERASIROX,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,373.37,chembl,True
PIPECURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1.[Br-].[Br-],762.71,chembl,True
IOPANOIC ACID,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,570.93,chembl,True
EVANS BLUE FREE ACID,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,872.89,chembl,True
FLURAZEPAM,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,387.89,chembl,True
METHYCLOTHIAZIDE,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,360.24,chembl,True
RELEBACTAM ANHYDROUS,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,348.38,chembl,True
ATAZANAVIR,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,704.87,chembl,True
ETRASIMOD,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,457.49,chembl,True
LEVOKETOCONAZOLE,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,chembl,True
TRICLOFOS SODIUM,O=P([O-])(O)OCC(Cl)(Cl)Cl.[Na+],251.37,chembl,True
LACOSAMIDE,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,250.3,chembl,True
ZAVEGEPANT HYDROCHLORIDE,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12.Cl,675.28,chembl,True
INDOMETHACIN SODIUM,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1.O.O.O.[Na+],433.82,chembl,True
NORGESTREL,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,312.45,chembl,True
INDOCYANINE GREEN ACID FORM,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,753.0,chembl,True
OXYBUTYNIN CHLORIDE,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,393.96,chembl,True
CEPHAPIRIN,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,423.47,chembl,True
TERBUTALINE SULFATE,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,548.66,chembl,True
AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.28,chembl,True
CEPHALOTHIN SODIUM,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1.[Na+],418.43,chembl,True
FENCLOFENAC,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,297.14,chembl,True
AMLODIPINE BENZOATE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)c1ccccc1,531.01,chembl,True
ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,296.41,chembl,True
SULBACTAM SODIUM,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],255.23,chembl,True
RIZATRIPTAN BENZOATE,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,391.48,chembl,True
PARITAPREVIR,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,765.89,chembl,True
MELOXICAM,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,351.41,chembl,True
TRIENTINE HYDROCHLORIDE,Cl.Cl.NCCNCCNCCN,219.16,chembl,True
DEURUXOLITINIB PHOSPHATE,O=P(O)(O)O.[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H],412.42,chembl,True
BEDAQUILINE FUMARATE,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12.O=C(O)/C=C/C(=O)O,671.59,chembl,True
PSEUDOEPHEDRINE,CN[C@@H](C)[C@@H](O)c1ccccc1,165.24,chembl,True
MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,414.47,chembl,True
OLODATEROL HYDROCHLORIDE,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1.Cl,422.91,chembl,True
NITROFURANTOIN SODIUM,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],260.14,chembl,True
DOLUTEGRAVIR,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,419.38,chembl,True
ECONAZOLE NITRATE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,444.7,chembl,True
TRILACICLIB,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,446.56,chembl,True
ENTECAVIR,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21.O,295.3,chembl,True
BUFORMIN,CCCCNC(=N)NC(=N)N,157.22,chembl,True
BUSULFAN,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.31,chembl,True
LEVOPROPOXYPHENE,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,339.48,chembl,True
LEVAMISOLE HYDROCHLORIDE,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,240.76,chembl,True
ALMOTRIPTAN MALATE,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,469.56,chembl,True
ENTECAVIR ANHYDROUS,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,277.28,chembl,True
BREXANOLONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.5,chembl,True
FLOSEQUINAN,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,239.27,chembl,True
CEFTOBIPROLE MEDOCARIL FREE ACID,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,690.67,chembl,True
CEFOTIAM,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,525.64,chembl,True
GLASDEGIB MALEATE,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1.O=C(O)/C=C\C(=O)O,490.52,chembl,True
HYDROXYPROGESTERONE CAPROATE,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,428.61,chembl,True
GLAFENINE,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,372.81,chembl,True
PIMAVANSERIN TARTRATE,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1.CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1.O=C(O)C(O)C(O)C(=O)O,1005.21,chembl,True
THIOTHIXENE,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,443.64,chembl,True
BENZIODARONE,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,518.09,chembl,True
PHENYLEPHRINE BITARTRATE,CNC[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,317.29,chembl,True
ARMODAFINIL,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,273.36,chembl,True
DIBENZEPIN HYDROCHLORIDE,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl,331.85,chembl,True
PIFOXIME,C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,276.34,chembl,True
MEPHENTERMINE,CNC(C)(C)Cc1ccccc1,163.26,chembl,True
TRYPAN BLUE,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+],960.82,chembl,True
RIZATRIPTAN,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,269.35,chembl,True
ENMETAZOBACTAM,C[n+]1ccn(C[C@@]2(C)[C@H](C(=O)[O-])N3C(=O)C[C@H]3S2(=O)=O)n1,314.32,chembl,True
OLOPATADINE HYDROCHLORIDE,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,373.88,chembl,True
EFLORNITHINE HYDROCHLORIDE,Cl.NCCCC(N)(C(=O)O)C(F)F.O,236.65,chembl,True
GALLAMINE TRIETHIODIDE,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],891.54,chembl,True
AMLODIPINE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,408.88,chembl,True
CALCIUM GLUCONATE,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],430.37,chembl,True
TROLEANDOMYCIN,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,813.98,chembl,True
PONESIMOD,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,460.98,chembl,True
PHENYLBUTANOIC ACID,O=C(O)CCCc1ccccc1,164.2,chembl,True
DEUCRAVACITINIB,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,425.47,chembl,True
THONZONIUM BROMIDE,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1.[Br-],591.72,chembl,True
MIDAZOLAM HYDROCHLORIDE,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,362.24,chembl,True
AMOBARBITAL SODIUM,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],248.26,chembl,True
ISOSULFAN BLUE,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1.[Na+],566.68,chembl,True
MITOTANE,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,320.05,chembl,True
ESTAZOLAM,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,294.75,chembl,True
DAPAGLIFLOZIN,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,408.88,chembl,True
INDINAVIR ANHYDROUS,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,613.8,chembl,True
TRIFAROTENE,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,459.59,chembl,True
THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.23,chembl,True
PHOSPHORIC ACID,O=P(O)(O)O,97.99,chembl,True
TAPENTADOL HYDROCHLORIDE,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C.Cl,257.81,chembl,True
SERTINDOLE,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,440.95,chembl,True
MEROPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,383.47,chembl,True
FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.48,chembl,True
BALSALAZIDE,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,357.32,chembl,True
TRIACETYLDIPHENOLISATIN,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,443.46,chembl,True
SPECTINOMYCIN,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,332.35,chembl,True
PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1,240.35,chembl,True
FLUTEMETAMOL,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,274.32,chembl,True
ZOLEDRONIC ACID,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,290.11,chembl,True
SODIUM LACTATE,CC(O)C(=O)[O-].[Na+],112.06,chembl,True
EFAVIRENZ,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,315.68,chembl,True
PERINDOPRIL ERBUMINE,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,441.61,chembl,True
UREA C 14,N[14C](N)=O,62.05,chembl,True
FLUTICASONE PROPIONATE,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,500.58,chembl,True
THIETHYLPERAZINE,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,399.63,chembl,True
LASMIDITAN SUCCINATE,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,872.82,chembl,True
SULFISOMIDINE,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,278.34,chembl,True
DIMETHYL FUMARATE,COC(=O)/C=C/C(=O)OC,144.13,chembl,True
DACOMITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,487.96,chembl,True
NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,287.3,chembl,True
SUVOREXANT,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,450.93,chembl,True
ROPINIROLE HYDROCHLORIDE,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,296.84,chembl,True
OZAGREL,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,228.25,chembl,True
LORCASERIN,C[C@H]1CNCCc2ccc(Cl)cc21,195.69,chembl,True
PRUCALOPRIDE SUCCINATE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,485.97,chembl,True
ECAMSULE,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,562.71,chembl,True
OXCARBAZEPINE,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,252.27,chembl,True
LOXAPINE HYDROCHLORIDE,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,364.28,chembl,True
CABOZANTINIB,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,501.51,chembl,True
NELFINAVIR,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.8,chembl,True
GLYCOPYRRONIUM,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,318.44,chembl,True
REPOTRECTINIB,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,355.37,chembl,True
FENOLDOPAM,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,305.76,chembl,True
PENTAMIDINE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.43,chembl,True
PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,360.45,chembl,True
FROVATRIPTAN SUCCINATE,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O.O=C(O)CCC(=O)O,379.41,chembl,True
GIVINOSTAT HYDROCHLORIDE,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1.Cl.O,475.97,chembl,True
BICTEGRAVIR SODIUM,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c([O-])c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2.[Na+],471.37,chembl,True
SOTORASIB,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,560.61,chembl,True
CYSTEAMINE,NCCS,77.15,chembl,True
PROPIOMAZINE,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,340.49,chembl,True
CEFTOBIPROLE MEDOCARIL SODIUM,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1.[Na+],712.65,chembl,True
ILOPERIDONE,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,426.49,chembl,True
IOMEPROL,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,777.09,chembl,True
FELODIPINE,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,384.26,chembl,True
METHAMPHETAMINE HYDROCHLORIDE,CN[C@@H](C)Cc1ccccc1.Cl,185.7,chembl,True
AMDINOCILLIN,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,325.43,chembl,True
CALCIUM METRIZOATE,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Ca+2],1293.95,chembl,True
LEVOMEFOLATE CALCIUM,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Ca+2],497.53,chembl,True
SODIUM ACETATE,CC(=O)[O-].[Na+],82.03,chembl,True
PROTRIPTYLINE,CNCCCC1c2ccccc2C=Cc2ccccc21,263.38,chembl,True
CEDAZURIDINE,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,268.22,chembl,True
OLAPARIB,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,434.47,chembl,True
EPOPROSTENOL,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,352.47,chembl,True
ESTRADIOL CYPIONATE,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,396.57,chembl,True
CALCIFEDIOL ANHYDROUS,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,400.65,chembl,True
EZOGABINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,303.34,chembl,True
