compound_name,smiles,mol_weight,source
PERPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,403.98,chembl
OXAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,286.72,chembl
SULINDAC,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,356.42,chembl
FENCLOFENAC,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,297.14,chembl
INDALPINE,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,228.34,chembl
PROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1,236.31,chembl
TRIFLUPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,352.43,chembl
KETOPROFEN,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.29,chembl
NITROFURANTOIN,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,238.16,chembl
INDOPROFEN,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,281.31,chembl
LINDANE,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,290.83,chembl
NIACIN,O=C(O)c1cccnc1,123.11,chembl
METHICILLIN,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,380.42,chembl
TRICHLOROETHANE,CC(Cl)(Cl)Cl,133.41,chembl
ENALAPRILAT ANHYDROUS,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,348.40,chembl
ENALAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,376.45,chembl
LORAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,321.16,chembl
ISOPROPYL ALCOHOL,CC(C)O,60.10,chembl
GREPAFLOXACIN,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,359.40,chembl
SAQUINAVIR,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.86,chembl
INDINAVIR ANHYDROUS,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,613.80,chembl
NELFINAVIR,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.80,chembl
AMPRENAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,505.64,chembl
TRIAMTERENE,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,253.27,chembl
PRONETALOL,CC(C)NCC(O)c1ccc2ccccc2c1,229.32,chembl
CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,381.38,chembl
TRIMETREXATE,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,369.43,chembl
FENOLDOPAM,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,305.76,chembl
ROPINIROLE,CCCN(CCC)CCc1cccc2c1CC(=O)N2,260.38,chembl
MENADIONE,CC1=CC(=O)c2ccccc2C1=O,172.18,chembl
ETHCHLORVYNOL,C#CC(O)(/C=C/Cl)CC,144.60,chembl
TERFENADINE,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,471.69,chembl
LEVORPHANOL,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,257.38,chembl
DELAVIRDINE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,456.57,chembl
EMEDASTINE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,302.42,chembl
PIOGLITAZONE,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,356.45,chembl
FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.48,chembl
ROSIGLITAZONE,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,357.44,chembl
MARALIXIBAT CHLORIDE,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O.[Cl-],710.42,chembl
LOFEXIDINE,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,259.14,chembl
PHENTOLAMINE,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,281.36,chembl
PLERIXAFOR,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,502.80,chembl
TOLOXATONE,Cc1cccc(N2CC(CO)OC2=O)c1,207.23,chembl
MELOXICAM,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,351.41,chembl
ACETYLCYSTEINE,CC(=O)N[C@@H](CS)C(=O)O,163.20,chembl
AMINOLEVULINIC ACID,NCC(=O)CCC(=O)O,131.13,chembl
CYSTEAMINE,NCCS,77.15,chembl
NALTREXONE,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,341.41,chembl
ZAFIRLUKAST,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,575.69,chembl
"CEFPROZIL ANHYDROUS, (E)-",C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,389.43,chembl
ROFECOXIB,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,314.36,chembl
MOXONIDINE,COc1nc(C)nc(Cl)c1NC1=NCCN1,241.68,chembl
CUPRIC SULFATE,,159.61,chembl
PROCAINAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,271.79,chembl
MISOPROSTOL,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,382.54,chembl
MACIMORELIN,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,474.57,chembl
MEPERIDINE,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.34,chembl
METHAQUALONE,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,250.30,chembl
PROBUCOL,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,516.86,chembl
LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,246.31,chembl
TRIENTINE,NCCNCCNCCN,146.24,chembl
ZOMEPIRAC,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,291.73,chembl
TERAZOSIN,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,387.44,chembl
LEVAMFETAMINE,C[C@@H](N)Cc1ccccc1,135.21,chembl
DEXTROAMPHETAMINE,C[C@H](N)Cc1ccccc1,135.21,chembl
SITAXENTAN,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,454.91,chembl
PYRAZINAMIDE,NC(=O)c1cnccn1,123.11,chembl
IBUDILAST,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,230.31,chembl
SAQUINAVIR MESYLATE,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,766.96,chembl
PENICILLIN V,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,350.40,chembl
CEPHALOTHIN,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,396.45,chembl
MILTEFOSINE,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,407.58,chembl
LINEZOLID,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,337.35,chembl
CLIDINIUM,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,352.45,chembl
MEROPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,383.47,chembl
TRAZODONE,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,371.87,chembl
ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,287.36,chembl
PRANLUKAST,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,481.51,chembl
NEFAZODONE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,470.02,chembl
THIABENDAZOLE,c1ccc2[nH]c(-c3cscn3)nc2c1,201.25,chembl
XANOMELINE,CCCCCCOc1nsnc1C1=CCCN(C)C1,281.42,chembl
NAFTIFINE,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,287.41,chembl
PENTOXIFYLLINE,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,278.31,chembl
AMITRIPTYLINE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.41,chembl
DIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,371.03,chembl
TRIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,449.92,chembl
SUMATRIPTAN,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,295.41,chembl
PROPAFENONE,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,341.45,chembl
BETAMETHASONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.47,chembl
AMIODARONE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,645.32,chembl
ALFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,416.53,chembl
PREDNISONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,358.43,chembl
RIVASTIGMINE,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,250.34,chembl
VENLAFAXINE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,277.41,chembl
ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.24,chembl
VORICONAZOLE,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,349.32,chembl
AZELASTINE,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,381.91,chembl
CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13,chembl
PROCAINAMIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1,235.33,chembl
ATOMOXETINE,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,255.36,chembl
ACEBUTOLOL,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,336.43,chembl
PROMETHAZINE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,284.43,chembl
PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,360.45,chembl
TRIMIPRAMINE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,294.44,chembl
BISOPROLOL,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,325.45,chembl
TRIAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,343.22,chembl
APRACLONIDINE,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,245.11,chembl
CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,266.39,chembl
NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,405.44,chembl
METHYLPREDNISOLONE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,374.48,chembl
METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.45,chembl
FLECAINIDE,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,414.35,chembl
CLONIDINE,Clc1cccc(Cl)c1NC1=NCCN1,230.10,chembl
MIRTAZAPINE,CN1CCN2c3ncccc3Cc3ccccc3C2C1,265.36,chembl
MIDAZOLAM,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,325.77,chembl
REMOXIPRIDE,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,371.28,chembl
OXYCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,315.37,chembl
ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,272.39,chembl
DIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccccc1,255.36,chembl
SUFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,386.56,chembl
GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,287.36,chembl
AMANTADINE,NC12CC3CC(CC(C3)C1)C2,151.25,chembl
ALPRAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,308.77,chembl
MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12,277.41,chembl
FOSCARNET,O=C(O)P(=O)(O)O,126.00,chembl
ACETYLCHOLINE,CC(=O)OCC[N+](C)(C)C,146.21,chembl
METRONIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCO,171.16,chembl
PROTRIPTYLINE,CNCCCC1c2ccccc2C=Cc2ccccc21,263.38,chembl
CYCLOBENZAPRINE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,275.40,chembl
THIOTEPA,S=P(N1CC1)(N1CC1)N1CC1,189.22,chembl
FENOFIBRATE,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.84,chembl
PARGYLINE,C#CCN(C)Cc1ccccc1,159.23,chembl
ALENDRONATE SODIUM,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],271.08,chembl
LEVONORDEFRIN,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,183.21,chembl
EPINEPHRINE,CNC[C@H](O)c1ccc(O)c(O)c1,183.21,chembl
CEFACLOR ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,367.81,chembl
ETOMIDATE,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,244.29,chembl
AMODIAQUINE,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,355.87,chembl
DIETHYLCARBAMAZINE,CCN(CC)C(=O)N1CCN(C)CC1,199.30,chembl
MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,295.30,chembl
DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,296.15,chembl
MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,241.29,chembl
FENTANYL CITRATE,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,528.60,chembl
MANNITOL,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,182.17,chembl
PRAVASTATIN SODIUM,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],446.52,chembl
PRENYLAMINE,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,329.49,chembl
ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,296.41,chembl
DALFAMPRIDINE,Nc1ccncc1,94.12,chembl
GLYCERIN,OCC(O)CO,92.09,chembl
TRIMETHADIONE,CN1C(=O)OC(C)(C)C1=O,143.14,chembl
ETHOSUXIMIDE,CCC1(C)CC(=O)NC1=O,141.17,chembl
METHSUXIMIDE,CN1C(=O)CC(C)(c2ccccc2)C1=O,203.24,chembl
TETRACAINE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,264.37,chembl
SULFAPYRIDINE,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,249.30,chembl
BACLOFEN,NCC(CC(=O)O)c1ccc(Cl)cc1,213.66,chembl
PIPERACILLIN,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,517.56,chembl
SUXAMETHONIUM,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,290.40,chembl
MESALAMINE,Nc1ccc(O)c(C(=O)O)c1,153.14,chembl
ALITRETINOIN,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,300.44,chembl
CETYL ALCOHOL,CCCCCCCCCCCCCCCCO,242.45,chembl
SILODOSIN,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,495.54,chembl
CHOLINE CHLORIDE,C[N+](C)(C)CCO.[Cl-],139.63,chembl
DOXAZOSIN,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,451.48,chembl
VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,475.36,chembl
MINAPRINE,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,298.39,chembl
TAMIBAROTENE,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,351.45,chembl
ZIPRASIDONE,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,412.95,chembl
ALFUZOSIN,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,389.46,chembl
FINASTERIDE,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,372.55,chembl
PHENINDIONE,O=C1c2ccccc2C(=O)C1c1ccccc1,222.24,chembl
ANISINDIONE,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,252.27,chembl
ENTECAVIR ANHYDROUS,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,277.28,chembl
LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,229.26,chembl
ALBUTEROL,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.31,chembl
OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,312.44,chembl
QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,383.52,chembl
MEDROXYPROGESTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,386.53,chembl
MUPIROCIN,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,500.63,chembl
BENZYL ALCOHOL,OCc1ccccc1,108.14,chembl
PROPYPHENAZONE,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,230.31,chembl
CARVEDILOL,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,406.48,chembl
FLUPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,437.53,chembl
THIOGUANINE,Nc1nc2[nH]cnc2c(=S)[nH]1,167.20,chembl
DILEVALOL,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,328.41,chembl
PROCHLORPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,373.95,chembl
LOPINAVIR,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,628.81,chembl
NITROGLYCERIN,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],227.08,chembl
ACETOHYDROXAMIC ACID,CC(=O)NO,75.07,chembl
THIOPENTAL SODIUM,CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],264.33,chembl
METHOHEXITAL SODIUM,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],284.29,chembl
LAMOTRIGINE,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,256.10,chembl
KETAMINE,CNC1(c2ccccc2Cl)CCCCC1=O,237.73,chembl
RILUZOLE,Nc1nc2ccc(OC(F)(F)F)cc2s1,234.20,chembl
NEDOCROMIL,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,371.35,chembl
PRALIDOXIME CHLORIDE,C[n+]1ccccc1/C=N/O.[Cl-],172.62,chembl
ZONISAMIDE,NS(=O)(=O)Cc1noc2ccccc12,212.23,chembl
ADENOSINE PHOSPHATE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,347.22,chembl
PHENOXYBENZAMINE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,303.83,chembl
FOSCARNET SODIUM,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],191.95,chembl
ANAGRELIDE,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,256.09,chembl
NAPHAZOLINE,c1ccc2c(CC3=NCCN3)cccc2c1,210.28,chembl
OXYMETAZOLINE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,260.38,chembl
GUANETHIDINE,N=C(N)NCCN1CCCCCCC1,198.31,chembl
CILASTATIN,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,358.46,chembl
ESMOLOL,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,295.38,chembl
TOLAZOLINE,c1ccc(CC2=NCCN2)cc1,160.22,chembl
CYCLOSERINE,N[C@@H]1CONC1=O,102.09,chembl
IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,299.35,chembl
RESERPINE,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,608.69,chembl
GLYCINE,NCC(=O)O,75.07,chembl
METAPROTERENOL,CC(C)NCC(O)c1cc(O)cc(O)c1,211.26,chembl
CLAVULANIC ACID,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,199.16,chembl
DEXMEDETOMIDINE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,200.28,chembl
TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,389.41,chembl
BUTORPHANOL,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,327.47,chembl
PENTETIC ACID,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,393.35,chembl
MAZINDOL,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,284.75,chembl
BITHIONOL,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.06,chembl
TOLBUTAMIDE,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.35,chembl
NATEGLINIDE,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.43,chembl
BROTIZOLAM,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,393.70,chembl
TAMOXIFEN CITRATE,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,563.65,chembl
MONTELUKAST,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,586.20,chembl
IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.10,chembl
NOVOBIOCIN,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,612.63,chembl
CIDOFOVIR ANHYDROUS,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,279.19,chembl
CHLORHEXIDINE,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,505.46,chembl
FENOTEROL,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,303.36,chembl
METHYLPHENIDATE,COC(=O)C(c1ccccc1)C1CCCCN1,233.31,chembl
ESTAZOLAM,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,294.75,chembl
PHENSUXIMIDE,CN1C(=O)CC(c2ccccc2)C1=O,189.21,chembl
METHOTREXATE,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,454.45,chembl
GEPIRONE,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,359.47,chembl
CILOSTAZOL,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.47,chembl
MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.25,chembl
NAPROXEN,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,230.26,chembl
